,0
0,0.9102303673722009
1,0.8836253206943759
2,1.0073662876035452
3,0.9759060123228475
4,0.9813780274951296
5,1.1127758266792729
6,1.2265555429312014
7,1.2199109694456252
8,1.0604919326468183
9,0.9217572404104976
10,0.8011780824134745
11,0.8988243899850115
12,0.9102303673722009
13,0.8836253206943759
14,1.0073662876035452
15,0.9759060123228475
16,0.9813780274951296
17,1.1127758266792729
18,1.2265555429312014
19,1.2199109694456252
20,1.0604919326468183
21,0.9217572404104976
22,0.8011780824134745
23,0.8988243899850115
24,0.9102303673722009
25,0.8836253206943759
26,1.0073662876035452
27,0.9759060123228475
28,0.9813780274951296
29,1.1127758266792729
30,1.2265555429312014
31,1.2199109694456252
32,1.0604919326468183
33,0.9217572404104976
34,0.8011780824134745
35,0.8988243899850115
36,0.9102303673722009
37,0.8836253206943759
38,1.0073662876035452
39,0.9759060123228475
40,0.9813780274951296
41,1.1127758266792729
42,1.2265555429312014
43,1.2199109694456252
44,1.0604919326468183
45,0.9217572404104976
46,0.8011780824134745
47,0.8988243899850115
48,0.9102303673722009
49,0.8836253206943759
50,1.0073662876035452
51,0.9759060123228475
52,0.9813780274951296
53,1.1127758266792729
54,1.2265555429312014
55,1.2199109694456252
56,1.0604919326468183
57,0.9217572404104976
58,0.8011780824134745
59,0.8988243899850115
60,0.9102303673722009
61,0.8836253206943759
62,1.0073662876035452
63,0.9759060123228475
64,0.9813780274951296
65,1.1127758266792729
66,1.2265555429312014
67,1.2199109694456252
68,1.0604919326468183
69,0.9217572404104976
70,0.8011780824134745
71,0.8988243899850115
72,0.9102303673722009
73,0.8836253206943759
74,1.0073662876035452
75,0.9759060123228475
76,0.9813780274951296
77,1.1127758266792729
78,1.2265555429312014
79,1.2199109694456252
80,1.0604919326468183
81,0.9217572404104976
82,0.8011780824134745
83,0.8988243899850115
84,0.9102303673722009
85,0.8836253206943759
86,1.0073662876035452
87,0.9759060123228475
88,0.9813780274951296
89,1.1127758266792729
90,1.2265555429312014
91,1.2199109694456252
92,1.0604919326468183
93,0.9217572404104976
94,0.8011780824134745
95,0.8988243899850115
96,0.9102303673722009
97,0.8836253206943759
98,1.0073662876035452
99,0.9759060123228475
100,0.9813780274951296
101,1.1127758266792729
102,1.2265555429312014
103,1.2199109694456252
104,1.0604919326468183
105,0.9217572404104976
106,0.8011780824134745
107,0.8988243899850115
108,0.9102303673722009
109,0.8836253206943759
110,1.0073662876035452
111,0.9759060123228475
112,0.9813780274951296
113,1.1127758266792729
114,1.2265555429312014
115,1.2199109694456252
116,1.0604919326468183
117,0.9217572404104976
118,0.8011780824134745
119,0.8988243899850115
120,0.9102303673722009
121,0.8836253206943759
122,1.0073662876035452
123,0.9759060123228475
124,0.9813780274951296
125,1.1127758266792729
126,1.2265555429312014
127,1.2199109694456252
128,1.0604919326468183
129,0.9217572404104976
130,0.8011780824134745
131,0.8988243899850115
132,0.9102303673722009
133,0.8836253206943759
134,1.0073662876035452
135,0.9759060123228475
136,0.9813780274951296
137,1.1127758266792729
138,1.2265555429312014
139,1.2199109694456252
140,1.0604919326468183
141,0.9217572404104976
142,0.8011780824134745
143,0.8988243899850115
