,0
0,
1,
2,
3,
4,
5,
6,0.9516643164028833
7,0.9534014056242447
8,1.00221976781656
9,1.0040277671042104
10,1.0062701015971252
11,1.0118119215209778
12,0.9626029932620283
13,1.0714668098946896
14,1.0374474253490118
15,1.0140476000435141
16,0.9269029690018588
17,0.9650406201566317
18,0.9835565624018564
19,0.973372049861552
20,1.022504733680162
21,0.9721928212238378
22,0.9389527366650867
23,1.0067913590506228
24,1.0138445970332661
25,1.0640180175116087
26,1.091854102051438
27,1.0176650782477632
28,1.0515825411682367
29,0.946044398489754
30,0.9474041369895125
31,0.9397599140119374
32,0.9888637442578553
33,0.9938808513926574
34,1.0235336960240646
35,1.0250824443004554
36,1.0258813915429421
37,1.0939695651963168
38,1.0134734098250622
39,0.9695596432636902
40,0.9632672518184552
41,1.0003735367649653
42,0.9468562364697318
43,0.9931170579946487
44,0.9746302068393308
45,1.0046686540245588
46,1.0202797112370303
47,1.0115406663515254
48,0.9976684371998931
49,1.015164629868017
50,1.0604644361877407
51,1.080232721353381
52,1.041332915009151
53,0.971805633482808
54,0.9551932971060005
55,0.9894989240604417
56,0.9934337063380791
57,1.0192679634537005
58,1.0009392308728382
59,0.991503892147406
60,0.9829784570782153
61,0.9232031554773297
62,1.004441682597805
63,0.9943898827760488
64,1.0119479145163464
65,0.9978740263893865
66,1.0237752892269063
67,0.9845183748972901
68,0.9881036290010385
69,0.9927612987096136
70,0.9995143055122103
71,0.9908691997123482
72,1.0154045633681734
73,0.9888240858844837
74,0.9775844472954783
75,1.0015732252714535
76,0.9878755449160922
77,1.0039635286058564
78,1.0385512317359549
79,0.9831117071644835
80,1.0032500825069084
81,1.0003083921250944
82,0.9827720360378517
83,1.012553477299023
84,1.0066157066134538
85,0.9970250216162119
86,0.9876248322104637
87,0.9968223994127328
88,0.9985644225806525
89,1.0275560117603317
90,1.021768473325096
91,1.0004764655259983
92,1.0008729746411493
93,0.9835070521647182
94,0.9932760726708175
95,0.989425139901929
96,0.9937293299460528
97,0.9649918332582916
98,0.9881769386852581
99,0.9867636566481569
100,0.9924176745109154
101,1.0328601494311511
102,1.0261249953429645
103,1.0312667769357124
104,1.0236147216993434
105,1.0108432339509776
106,1.021299518839676
107,1.000526280670448
108,0.9954212223576865
109,0.9522761826670489
110,0.9469114707882059
111,0.9383992537400729
112,0.9715785356347432
113,1.0261340434482746
114,1.048384119685182
115,1.0789695108337813
116,0.985654020506526
117,0.9977971302743561
118,0.9802939860543496
119,0.9405686948768998
120,0.9825176026958593
121,0.9505735750141676
122,0.9785278460391814
123,0.9746439890036594
124,1.0177637071285095
125,0.9968613350903052
126,1.0373135823544246
127,1.053100054130422
128,0.9974446537535597
129,1.0013370766167893
130,1.0134608455294583
131,0.9999191652088761
132,1.0039279399429424
133,0.959079364652345
134,0.8940856500108697
135,1.0064947912800377
136,1.0173587647555489
137,1.0120789574210476
138,
139,
140,
141,
142,
143,
